file_key,y,C3H3_angle_deg_raw,C3H3_reversed_deg,C6H6_angle_deg,axis_angle_deg,antiparallel_deviation_deg,input_angle_diff_deg,C3H3_reversed_deg_bin,C6H6_angle_deg_bin,axis_angle_deg_bin,antiparallel_deviation_deg_bin,fold_seed123,nearest_train_axis_angle_deg,train_count_within_5deg,nearest_train_antiparallel_deviation_deg,best_gpr_pred,best_gpr_std,rf_pred,best_gpr_abs_error,rf_abs_error
0-0-4-6-12,47.45,-161.10851347212426,18.89148652787574,19.392058653325638,19.141772590600688,0.5005721254498718,179.49942787454975,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",6,0.6068721397078821,19,0.0007535850931856825,47.616081942598136,3.3080651873760205,47.6698962983621,0.16608194259813303,0.21989629836209446
0-0-4-6-13,47.28,-156.80571782589888,23.19428217410111,23.78780159838173,23.491041886241423,0.593519424280585,179.40648057571966,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",5,0.2417065577690247,13,0.007671322065640029,47.32744526897197,2.99132019046658,47.363607694796,0.04744526897196977,0.08360769479600094
0-0-4-6-14,47.14,-151.66005782766942,28.339942172330588,29.037997864999262,28.68897001866493,0.6980556926686547,179.3019443073316,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",1,1.2441857770654912,7,0.005544713086810371,47.177474721157495,3.84256864861588,46.990761883347,0.03747472115749417,0.14923811665300235
0-0-4-6-6,49.76,-175.02060623592553,4.97939376407446,5.149086367379126,5.064240065726794,0.1696926033046527,179.83030739669556,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",5,1.051410937613617,11,0.001538059062467928,49.55725144524192,3.3839025001772134,49.4399808048197,0.20274855475808096,0.32001919518030064
0-0-4-6-7,49.2,-173.70817062646012,6.291829373539884,6.497323098213759,6.394576235876822,0.20549372467384042,179.79450627532628,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",7,1.717499527990299e-13,13,3.307909501870654e-13,49.34572702691446,3.4889643695212142,49.4716876741372,0.14572702691445727,0.27168767413719763
0-0-4-6-8,48.71,-172.07791063316844,7.922089366831545,8.169009703882235,8.04554953535689,0.2469203370506507,179.75307966294903,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",7,0.0,16,0.0,48.96734161466457,3.466145032559357,49.0790273870603,0.2573416146645684,0.36902738706029936
0-0-4-6-9,48.29,-170.07712646177572,9.922873538224282,10.218308248698477,10.070590893461379,0.2954347104741805,179.70456528952624,"[-10,10)","[10,30)","[10,30)","[0.25,0.5)",1,3.0851380410196113e-13,17,5.088707233369405e-13,48.20647214970518,2.8809135648712347,48.5003918300218,0.08352785029482135,0.2103918300217984
0-0-4-9-15,46.82,-135.23874199119413,44.76125800880586,45.41536316094485,45.08831058487536,0.654105152138966,179.34589484786105,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",8,2.5444437451708134e-14,27,5.0959236830294685e-14,47.11290005264017,2.780238269677491,46.8954053366848,0.2929000526401708,0.07540533668480265
0-0-4-9-16,46.8,-130.70969443526073,49.29030556473926,49.982816544321075,49.63656105453016,0.6925109795817935,179.30748902041825,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",2,2.5444437451708134e-14,22,5.084821452783217e-14,47.00942909663863,2.0226769296172784,46.7718696747275,0.20942909663862963,0.02813032527249959
0-0-4-9-17,46.82,-125.91265848653981,54.08734151346019,54.806075574829464,54.446708544144826,0.718734061369248,179.28126593863024,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",6,0.0,26,0.0,46.97898654976744,3.31882672506495,46.7646695261394,0.15898654976744098,0.05533047386060019
0-0-4-9-18,46.88,-120.93730424195903,59.062695758040974,59.79250438396254,59.427600071001756,0.7298086259215428,179.27019137407865,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",1,0.5412388462655923,29,0.01107456455229483,46.58449565000767,3.1797552501744275,46.6637120321878,0.2955043499923349,0.2162879678121996
0-0-5-1-10,47.73,159.05752674545386,-20.94247325454617,-20.845513419781156,-20.89399333716366,0.09695983476500246,179.90304016523532,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",10,0.5638568863927685,13,0.0007149404368901463,47.56094246636973,6.6358068962944685,47.0748141010577,0.16905753363026577,0.6551858989422996
0-0-5-1-4,48.71,157.1856391081379,-22.814360891862094,-22.781233832467148,-22.797797362164616,0.03312705939492121,179.96687294060462,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",6,2.5444437451708134e-14,14,7.632783294297951e-14,48.835763799466505,6.089860645364595,49.7833265677967,0.12576379946650462,1.0733265677966983
0-0-5-1-5,48.48,157.31875705510782,-22.681242944892215,-22.642333453188403,-22.66178819904031,0.03890949170376334,179.96109050829597,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",2,2.2581938238390969e-13,13,6.361161597467913e-13,48.5790358795578,2.8687197852642434,48.5131366796195,0.09903587955780324,0.03313667961950273
0-0-5-1-6,48.27,157.50452822867152,-22.4954717713285,-22.44968150442344,-22.47257663787597,0.045790266905041066,179.95420973309479,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",10,0.0,13,0.0,48.43702863043072,3.992647290191585,47.216340857101,0.16702863043071403,1.0536591428990008
0-0-5-1-7,48.08,157.75298153171877,-22.247018468281226,-22.19281159162532,-22.21991502995327,0.0542068766559174,179.9457931233438,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",5,0.0,13,0.0,48.24495673676438,3.603535275418755,47.463045725416,0.16495673676438116,0.6169542745839962
0-0-5-1-8,47.94,158.07866590095367,-21.921334099046344,-21.856537116302533,-21.88893560767444,0.06479698274379359,179.93520301725644,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",10,2.5444437451708134e-14,13,5.088984789125561e-14,48.08493179401528,3.036523149061595,47.6678113652903,0.14493179401528522,0.2721886347096998
0-0-5-1-9,47.82,158.5028840395335,-21.497115960466466,-21.418584486646395,-21.457850223556427,0.07853147382006827,179.92146852617998,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)",4,0.43108538411798525,14,0.00347628578917758,47.94384246400492,3.085590693849063,47.8841304018409,0.12384246400492316,0.0641304018408988
0-0-5-11-12,47.45,-139.3266186133601,40.6733813866399,41.15792766519637,40.915654525918136,0.48454627855644616,179.51545372144372,"[30,50)","[30,50)","[30,50)","[0.25,0.5)",10,0.0,25,0.0,47.69699561504206,3.556207527546209,47.548192040623,0.24699561504206002,0.09819204062299747
0-0-5-11-13,47.36,-136.67299949777842,43.327000502221566,43.84941041793302,43.58820546007729,0.5224099157114395,179.4775900842884,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",5,0.0,26,0.0,47.44048772850472,2.536696525353311,47.3193625131023,0.08048772850472119,0.04063748689770108
0-0-5-11-14,47.29,-133.79424626379648,46.205753736203526,46.76242631464236,46.484090025422944,0.5566725784388152,179.4433274215612,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",2,0.0,23,0.0,47.42583299382446,2.09646851193434,47.2232398746616,0.13583299382445801,0.06676012533839781
0-0-5-11-15,47.25,-130.7109967629272,49.289003237072784,49.874851339287765,49.581927288180275,0.585848102214945,179.41415189778493,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",8,5.724998426634331e-14,20,1.0180745135812685e-13,47.44203127633239,2.615367002792942,45.9828101492774,0.19203127633239347,1.2671898507226018
0-0-5-11-16,47.25,-127.45253919193851,52.54746080806149,53.15588563725626,52.85167322265888,0.6084248291947421,179.3915751708052,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",10,0.0,23,0.0,47.42647321077058,2.8372648541588235,47.4853440701242,0.1764732107705811,0.23534407012419933
0-0-5-11-17,47.28,-124.05679746486967,55.94320253513033,56.56623961991852,56.25472107752443,0.6230370847881536,179.3769629152117,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",5,0.481938443103218,38,0.005616726336522548,47.23991190522352,2.699950813370467,47.3486423259231,0.04008809477647901,0.0686423259231006
0-0-5-11-18,47.34,-120.56929911548328,59.430700884516725,60.05935469564144,59.745027790079085,0.6286538111246761,179.3713461888755,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",1,0.257484061766,26,0.005616726336522548,47.16232998817856,3.053870825625059,49.4158883692097,0.1776700118214407,2.0758883692097
0-0-5-12-0,47.76,-147.92495566313397,32.075044336866014,32.090750496172205,32.08289741651911,0.015706159306164258,179.98429384069397,"[30,50)","[30,50)","[30,50)","[0,0.25)",10,0.06136988526484212,11,5.088984789125561e-14,47.43953253655452,3.8634651140007934,48.3141035836767,0.3204674634454747,0.5541035836766994
0-0-5-12-1,47.75,-148.00562363087425,31.994376369125757,32.0486786933828,32.02152753125427,0.054302324257025573,179.94569767574285,"[30,50)","[30,50)","[30,50)","[0,0.25)",6,0.06136988526484212,10,9.544760110817563e-05,47.75140226923592,4.053327401198044,47.6158779381134,0.0014022692359176858,0.13412206188660036
0-0-5-15-10,47.04,-129.42210257924611,50.577897420753885,50.98009665815054,50.778997039452214,0.4021992373966203,179.59780076260327,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",4,0.8319316038528677,23,0.00028686681950407245,46.9142013415879,3.353245808451977,46.8843209140706,0.12579865841210136,0.15567908592939972
0-0-5-15-2,46.73,-133.08812232816268,46.91187767183732,47.01325637917916,46.962567025508235,0.101378707341822,179.89862129265862,"[30,50)","[30,50)","[30,50)","[0,0.25)",10,0.10493289720351424,26,0.0019545320050114723,46.581959964508485,2.9337763635482315,47.7997933697099,0.1480400354915119,1.069793369709906
0-0-5-15-3,46.64,-133.0042009148267,46.9957990851733,47.13920076025019,47.06749992271175,0.14340167507685733,179.8565983249233,"[30,50)","[30,50)","[30,50)","[0,0.25)",2,0.0,23,0.0,46.81300668150058,2.0362142873181823,46.9647584560775,0.1730066815005813,0.32475845607749676
0-0-5-15-4,46.57,-132.81020914782448,47.189790852175506,47.37441195965731,47.28210140591641,0.18462110748177316,179.81537889251777,"[30,50)","[30,50)","[30,50)","[0,0.25)",7,8.905553108097847e-14,26,1.7810752872549074e-13,46.74589356780778,3.083395081753295,45.9695431309556,0.1758935678077762,0.6004568690444003
0-0-5-15-5,46.57,-132.50698232988728,47.493017670112714,47.7178472113626,47.60543244073766,0.224829541249872,179.77517045874987,"[30,50)","[30,50)","[30,50)","[0,0.25)",5,0.0,22,0.0,46.73147501521378,2.529318646721793,46.4234129493679,0.1614750152137816,0.14658705063209965
0-0-5-15-6,46.61,-132.09589634423205,47.90410365576795,48.167907828220386,48.03600574199417,0.26380417245241,179.73619582754762,"[30,50)","[30,50)","[30,50)","[0.25,0.5)",6,0.0,27,0.0,46.81113888776282,3.29057663568544,46.4917291169141,0.20113888776282352,0.1182708830858985
0-0-5-15-9,46.91,-130.2383328185532,49.76166718144679,50.132463689751916,49.94706543559935,0.37079650830509925,179.62920349169488,"[30,50)","[50,70]","[30,50)","[0.25,0.5)",8,0.3105043810691598,21,0.0025369663273210885,46.8485872215192,2.8978262170427755,47.3916575670665,0.061412778480793406,0.481657567066506
0-0-5-18-11,47.87,-119.75881611115236,60.241183888847644,60.669757994263556,60.4554709415556,0.42857410541588076,179.5714258945843,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",10,0.0,31,0.0,47.86018766942095,2.1258376213958314,47.6108844093783,0.009812330579045181,0.25911559062169687
0-0-5-18-12,47.83,-119.86180095033421,60.138199049665786,60.589600184175204,60.3638996169205,0.45140113450938796,179.54859886549082,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",2,0.0,31,0.0,47.90809079929582,1.681277596794842,47.9293287350745,0.07809079929582197,0.09932873507450068
0-0-5-18-13,47.79,-119.94975595614503,60.05024404385497,60.5210397579678,60.28564190091138,0.4707957141128031,179.52920428588737,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",9,0.0,31,0.0,47.8667264940501,2.0555912714738707,48.8058619213039,0.07672649405009935,1.0158619213039017
0-0-5-18-14,47.78,-120.02201554266425,59.97798445733575,60.464596833801224,60.22129064556849,0.4866123764654469,179.51338762353473,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",10,0.0,32,0.0,47.87731755825836,1.7462167291611124,47.8382682692205,0.09731755825836075,0.058268269220498325
0-0-5-18-15,47.81,-120.07803304355774,59.921966956442255,60.42069957029495,60.1713332633686,0.49873261385267,179.50126738614753,"[50,70]","[50,70]","[50,70]","[0.25,0.5)",8,0.03518505945299325,30,0.0018395115972018594,47.8627345935401,2.1448924703895127,47.9212784685044,0.052734593540094465,0.11127846850439482
0-0-5-18-16,47.89,-120.11738461602722,59.88261538397277,60.389681023858444,60.13614820391561,0.5070656398856355,179.49293436011453,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",9,0.02014597970403173,31,0.002370700775946033,47.92557555860836,2.0511541673004072,48.039727420331,0.03557555860835748,0.14972742033099706
0-0-5-18-17,48.02,-120.1397722586794,59.86022774132061,60.371776707102555,60.11600222421158,0.5115489657819252,179.48845103421826,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",4,0.00495376206272564,31,0.0005998296801579261,48.00807193821827,1.8881795059994224,47.8295777992566,0.011928061781731003,0.19042220074340577
0-0-5-18-18,48.18,-120.1450259355822,59.8549740644178,60.367122859879906,60.11104846214886,0.5121487954620831,179.48785120453752,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",8,0.00495376206272564,30,0.0005998296801579261,47.87641484252181,2.6227342535514664,47.9568481878052,0.3035851574781887,0.22315181219479996
0-0-5-4-13,47.64,-169.86292841323282,10.137071586767178,10.695954226498893,10.416512906633036,0.5588826397317026,179.44111736026787,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",6,1.987846675914698e-13,19,4.071187831300449e-13,47.86575376707945,4.690426187173677,47.7848453703992,0.22575376707944628,0.14484537039920298
0-0-5-4-14,47.56,-164.47772673494254,15.52227326505746,16.237713075462953,15.879993170260205,0.7154398104054721,179.28456018959432,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",2,0.0,18,0.0,47.59845595784939,2.2981826043816427,47.5945997256796,0.03845595784938638,0.03459972567959824
0-0-5-4-15,47.51,-157.4756539890755,22.5243460109245,23.44125171536684,22.982798863145668,0.9169057044423241,179.08309429555788,"[10,30)","[10,30)","[10,30)","[0.5,3.1]",1,2.8624992133171654e-14,13,7.638334409421077e-14,47.547301753854725,3.10765222908442,47.5331023928405,0.03730175385472734,0.02310239284049942
0-0-5-4-16,47.47,-148.43193064636134,31.568069353638666,32.723938102288656,32.14600372796367,1.1558687486499546,178.84413125134978,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",3,0.0,11,0.0,47.567986509178986,2.5210131659439687,47.3452966434,0.09798650917898755,0.12470335660000131
0-0-5-4-17,47.44,-137.10119784788975,42.89880215211025,44.2871299606509,43.592966056380575,1.3883278085406277,178.61167219145926,"[30,50)","[30,50)","[30,50)","[0.5,3.1]",5,5.724998426634331e-14,26,1.2723155862204294e-13,47.49036394873895,2.9079169954456794,47.2288097899422,0.05036394873895489,0.2111902100578007
0-0-5-4-18,47.41,-123.83114834207923,56.16885165792077,57.69199069225716,56.930421175088966,1.5231390343363542,178.47686096566383,"[50,70]","[50,70]","[50,70]","[0.5,3.1]",3,0.002509657852569248,35,0.13481122579572657,47.46555921661089,4.037997262050473,47.1636713941329,0.055559216610895135,0.24632860586709882
0-0-5-5-0,52.24,177.07504433686594,-2.9249556631340585,-2.909249503827795,-2.9171025834809274,0.01570615930624059,179.98429384069397,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",6,0.010443610465261672,4,2.5441454498675853e-14,51.75329910470182,4.876561572833451,51.0764912547877,0.48670089529818483,1.1635087452123045
0-0-5-5-1,52.21,177.0551596799393,-2.944840320060731,-2.9102520678316477,-2.9275461939461893,0.03458825222907723,179.96541174777062,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",3,0.010443610465261672,4,0.0014611928340796942,52.31545043191206,3.8920179042601424,52.3725842183684,0.10545043191206105,0.16258421836840142
0-0-5-5-2,51.96,177.20312420284628,-2.7968757971536937,-2.7429519352985747,-2.7699138662261342,0.05392386185514315,179.94607613814483,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)",4,0.14718871725479346,4,0.00028301480077425056,51.38196535168455,5.998155603705329,51.1111457238489,0.5780346483154517,0.8488542761511013
0-0-5-8-10,48.17,-157.1171867033682,22.88281329663182,23.270283788920793,23.076548542776308,0.3874704922889479,179.61252950771117,"[10,30)","[10,30)","[10,30)","[0.25,0.5)",7,0.09374967963064068,11,0.014137017656527584,48.38588538748039,3.793514673806186,48.2984922783724,0.215885387480391,0.12849227837239852
0-0-5-8-3,50.72,-167.3693262242293,12.630673775770713,12.734007015117632,12.682340395444173,0.10333323934688436,179.89666676065264,"[10,30)","[10,30)","[10,30)","[0,0.25)",7,3.021526947390341e-14,20,5.088984789125561e-14,50.43839541896434,4.221140175156744,50.7715058023461,0.28160458103565844,0.05150580234609947
0-0-5-8-4,50.37,-166.73806346940864,13.261936530591363,13.396652074453494,13.32929430252243,0.13471554386211257,179.86528445613823,"[10,30)","[10,30)","[10,30)","[0,0.25)",9,2.8624992133171654e-14,19,7.632783294297951e-14,50.376796438339255,3.194158982784092,50.1939105207612,0.006796438339257804,0.17608947923879725
0-0-5-8-5,49.98,-165.8662226878608,14.133777312139188,14.301931856381387,14.217854584260287,0.16815454424218476,179.831845455758,"[10,30)","[10,30)","[10,30)","[0,0.25)",9,0.0,21,0.0,50.157368821699066,3.310931689815928,49.970051708169,0.1773688216990692,0.009948291830994549
0-0-5-8-6,49.56,-164.73640200712293,15.263597992877079,15.467863460918382,15.365730726897729,0.2042654680412741,179.7957345319584,"[10,30)","[10,30)","[10,30)","[0,0.25)",8,8.587497639951495e-14,19,1.7810752872549074e-13,49.62366214010641,3.184694794613653,49.7832266006746,0.06366214010640903,0.2232266006746002
0-0-5-8-8,48.78,-161.60860477200114,18.391395227998846,18.67840567378677,18.534900450892806,0.2870104457879093,179.71298955421224,"[10,30)","[10,30)","[10,30)","[0.25,0.5)",4,0.6068721397078821,20,0.00426906200856203,48.85495773089507,3.413743576746976,48.9696630082429,0.07495773089507196,0.18966300824289561
0-0-5-8-9,48.45,-159.55106850420262,20.44893149579738,20.78374481493057,20.616338155363977,0.3348133191331704,179.6651866808669,"[10,30)","[10,30)","[10,30)","[0.25,0.5)",9,1.4320617834904048,14,0.003749846164629367,48.486561232431626,2.9915321543557227,48.3587635982517,0.036561232431623125,0.09123640174830427
