file_key,series_prefix_candidate,series_step_candidate,y,C3H3_angle_deg_raw,C3H3_reversed_deg,C6H6_angle_deg,axis_angle_deg,antiparallel_deviation_deg,input_angle_diff_deg,dot_C3H3_C6H6,dot_xy_C3H3_C6H6,axis_abs_z_component_proxy,axis_abs_elevation_deg_proxy,C3H3_reversed_deg_bin,C6H6_angle_deg_bin,axis_angle_deg_bin,antiparallel_deviation_deg_bin
0-0-4-13-10,0-0-4-13,10,46.25,-136.35158621746243,43.64841378253758,44.05190700825181,43.850160395394695,0.40349322571419066,179.59650677428593,-0.99996001558692,-0.904946333870504,0.3082428940242029,17.953370989155015,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-12,0-0-4-13,12,45.73,-133.0726265179337,46.927373482066294,47.395640317835436,47.161506899950865,0.46826683576912137,179.53173316423107,-0.99996001558692,-0.873629051956317,0.3554306734520855,20.819841664009953,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-13,0-0-4-13,13,45.61,-131.21659951866152,48.78340048133848,49.27971884900777,49.031559665173134,0.4963183676692613,179.50368163233068,-0.99996001558692,-0.859242633435805,0.37512315597829343,22.03192483116804,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-5,0-0-4-13,5,46.98,-141.73523155384765,38.264768446152345,38.48013930756247,38.372453876857406,0.21537086141010642,179.78462913858988,-0.99996001558692,-0.976268246587695,0.15392130781417201,8.854241010870712,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-4-13-6,0-0-4-13,6,46.95,-140.99225936551684,39.00774063448316,39.26223652974862,39.134988582115895,0.2544958952654299,179.74550410473452,-0.99996001558692,-0.964599799327868,0.18804312340272392,10.838605094325494,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-7,0-0-4-13,7,46.89,-140.08100502309597,39.91899497690404,40.21212849448697,40.065561735695496,0.2931335175829136,179.70686648241661,-0.99996001558692,-0.951217259364944,0.22077761712179092,12.754710283331555,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-8,0-0-4-13,8,46.75,-139.00236616073698,40.99763383926301,41.32869731223158,41.16316557574729,0.33106347296854105,179.66893652703178,-0.99996001558692,-0.93651783357904,0.251877315389616,14.588629888999346,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-13-9,0-0-4-13,9,46.53,-137.75817979701412,42.24182020298589,42.60980181364285,42.42581100831437,0.36798161065694057,179.6320183893432,-0.99996001558692,-0.920939211391277,0.28110639301809387,16.32624879414384,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-4-16-14,0-0-4-16,14,42.82,-123.4951299810589,56.50487001894111,56.99613034065775,56.75050017979943,0.4912603217166073,179.5087396782833,-0.99996001558692,-0.974822027357262,0.15854963963900412,9.122722143469787,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-4-16-15,0-0-4-16,15,43.15,-122.71698272844615,57.283017271553845,57.78771221066355,57.5353647411087,0.5046949391096894,179.4953050608905,-0.99996001558692,-0.97239771479951,0.16601897719059128,9.556434032457314,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-16-16,0-0-4-16,16,43.85,-121.90025046129131,58.099749538708686,58.613927873756495,58.3568387062326,0.5141783350477979,179.4858216649524,-0.99996001558692,-0.970281003288881,0.1722759771356385,9.920175619586088,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-16-17,0-0-4-16,17,44.82,-121.05126780883887,58.94873219116113,59.468310423576874,59.20852130736899,0.519578232415704,179.48042176758392,-0.99996001558692,-0.968534252285174,0.17727313192287789,10.21096756542092,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-16-18,0-0-4-16,18,45.89,-120.17672973424357,59.823270265756435,60.34407477082335,60.08367251828989,0.5208045050668844,179.47919549493332,-0.99996001558692,-0.967208973798865,0.1809724890364696,10.426409657086253,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-17-0,0-0-4-17,0,47.67,-122.92495566313411,57.075044336865886,57.09075049617213,57.08289741651901,0.015706159306215148,179.98429384069397,-0.99996001558692,-0.999197263822662,0.027617960899711552,1.5825938295130626,"[50,70]","[50,70]","[50,70]","[0,0.25)"
0-0-4-17-1,0-0-4-17,1,47.61,-123.10215008671615,56.89784991328385,56.95797312118893,56.927911517236396,0.06012320790504725,179.939876792095,-0.99996001558692,-0.999571518130598,0.019710338818043665,1.1293923627745495,"[50,70]","[50,70]","[50,70]","[0,0.25)"
0-0-4-17-2,0-0-4-17,2,47.46,-123.23981198839256,56.76018801160743,56.86424726613919,56.81221763887331,0.10405925453171291,179.89594074546864,-0.99996001558692,-0.999829737737237,0.011413932262064752,0.6539843467344397,"[50,70]","[50,70]","[50,70]","[0,0.25)"
0-0-4-17-3,0-0-4-17,3,47.28,-123.33693897707583,56.66306102292417,56.81025801833111,56.73665952062765,0.14719699540692419,179.8528030045931,-0.99996001558692,-0.999961552881588,0.0,0.0,"[50,70]","[50,70]","[50,70]","[0,0.25)"
0-0-4-2-16,0-0-4-2,16,47.15,-168.7722773919812,11.227722608018816,12.525455365702896,11.876588986860858,1.297732757684061,178.7022672423159,-0.99996001558692,-0.0674536147090714,0.9656637100346314,74.94208353889142,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-4-2-17,0-0-4-2,17,47.11,-153.62132603661772,26.378673963382287,28.51089451981658,27.444784241599436,2.13222055643427,177.86777944356575,-0.99996001558692,-0.040738969475403,0.9793983082033157,78.34968935889604,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-4-2-18,0-0-4-2,18,47.07,-129.3594454209254,50.64055457907462,53.65301219046298,52.146783384768796,3.0124576113883434,176.9875423886115,-0.99996001558692,-0.0283789607829656,0.9856881123377488,80.29477924025255,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-3-0,0-0-4-3,0,50.6,167.0750443368661,-12.924955663133895,-12.909249503827832,-12.917102583480863,0.015706159306037037,179.98429384069397,-0.99996001558692,-0.999197263822662,0.027617960899711552,1.5825938295130626,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-3-1,0-0-4-3,1,50.67,167.05267345415882,-12.947326545841232,-12.920053264929672,-12.93368990538545,0.027273280911529696,179.97272671908814,-0.99996001558692,-0.996810342859125,0.056121945153345267,3.2172409809909466,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-3-2,0-0-4-3,2,50.52,167.1397309056697,-12.860269094330313,-12.8210520154258,-12.840660554878056,0.03921707890450395,179.9607829210952,-0.99996001558692,-0.98033478747843,0.14009007141296667,8.053058323438805,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-3-3,0-0-4-3,3,50.21,167.3400852184198,-12.6599147815802,-12.607943355073608,-12.633929068326905,0.051971426506585684,179.9480285734937,-0.99996001558692,-0.950264325143185,0.22292530238565342,12.88090841099632,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-3-4,0-0-4-3,4,49.81,167.66185761369667,-12.338142386303344,-12.272109534926244,-12.305125960614793,0.06603285137709096,179.93396714862274,-0.99996001558692,-0.907505843995402,0.3040627757413229,17.7017871426986,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-3-5,0-0-4-3,5,49.35,168.11815463332664,-11.881845366673407,-11.79983760706413,-11.840841486868769,0.08200775960924585,179.91799224039033,-0.99996001558692,-0.853351889177257,0.3828944063441813,22.51308448776189,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-4-6-10,0-0-4-6,10,47.95,-167.63937436151076,12.360625638489225,12.713341655604298,12.536983647046762,0.3527160171150534,179.64728398288526,-0.99996001558692,-0.581877625324272,0.6465929092270097,40.28521165537218,"[10,30)","[10,30)","[10,30)","[0.25,0.5)"
0-0-4-6-11,0-0-4-6,11,47.67,-164.68258560926293,15.317414390737063,15.737972545790253,15.527693468263655,0.42055815505317773,179.5794418449467,-0.99996001558692,-0.517269676169692,0.6947591952736056,44.00803129115728,"[10,30)","[10,30)","[10,30)","[0.25,0.5)"
0-0-4-6-12,0-0-4-6,12,47.45,-161.10851347212426,18.89148652787574,19.392058653325638,19.141772590600688,0.5005721254498718,179.49942787454975,-0.99996001558692,-0.455811694498759,0.7376640977356571,47.53281086103658,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-4-6-13,0-0-4-6,13,47.28,-156.80571782589888,23.19428217410111,23.78780159838173,23.491041886241423,0.593519424280585,179.40648057571966,-0.99996001558692,-0.399364246282353,0.7749811412573644,50.80332280681465,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-4-6-14,0-0-4-6,14,47.14,-151.66005782766942,28.339942172330588,29.037997864999262,28.68897001866493,0.6980556926686547,179.3019443073316,-0.99996001558692,-0.34963654105281,0.8064263602673898,53.74823225915881,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-4-6-6,0-0-4-6,6,49.76,-175.02060623592553,4.97939376407446,5.149086367379126,5.064240065726794,0.1696926033046527,179.83030739669556,-0.99996001558692,-0.832529296298204,0.4091829899796862,24.153521837545053,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-4-6-7,0-0-4-6,7,49.2,-173.70817062646012,6.291829373539884,6.497323098213759,6.394576235876822,0.20549372467384042,179.79450627532628,-0.99996001558692,-0.774929695232247,0.4743736084086815,28.318573568480065,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-4-6-8,0-0-4-6,8,48.71,-172.07791063316844,7.922089366831545,8.169009703882235,8.04554953535689,0.2469203370506507,179.75307966294903,-0.99996001558692,-0.712686139865079,0.5359793612834742,32.41035368650568,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-4-6-9,0-0-4-6,9,48.29,-170.07712646177572,9.922873538224282,10.218308248698477,10.070590893461379,0.2954347104741805,179.70456528952624,-0.99996001558692,-0.647680100128308,0.5935317307934025,36.40803314677617,"[-10,10)","[10,30)","[10,30)","[0.25,0.5)"
0-0-4-9-15,0-0-4-9,15,46.82,-135.23874199119413,44.76125800880586,45.41536316094485,45.08831058487536,0.654105152138966,179.34589484786105,-0.999960015586921,-0.538238000617065,0.6795012987256581,42.804685048141806,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-4-9-16,0-0-4-9,16,46.8,-130.70969443526073,49.29030556473926,49.982816544321075,49.63656105453016,0.6925109795817935,179.30748902041825,-0.99996001558692,-0.516020892465956,0.6956573316805941,44.07962121770139,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-4-9-17,0-0-4-9,17,46.82,-125.91265848653981,54.08734151346019,54.806075574829464,54.446708544144826,0.718734061369248,179.28126593863024,-0.99996001558692,-0.500738273664424,0.706556255313401,44.955409078781656,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-4-9-18,0-0-4-9,18,46.88,-120.93730424195903,59.062695758040974,59.79250438396254,59.427600071001756,0.7298086259215428,179.27019137407865,-0.99996001558692,-0.492852053374405,0.7121151326945068,45.407269954202164,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-1-10,0-0-5-1,10,47.73,159.05752674545386,-20.94247325454617,-20.845513419781156,-20.89399333716366,0.09695983476500246,179.90304016523532,-0.99996001558692,-0.444835602165312,0.7450667174297937,48.16482977004667,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-4,0-0-5-1,4,48.71,157.1856391081379,-22.814360891862094,-22.781233832467148,-22.797797362164616,0.03312705939492121,179.96687294060462,-0.99996001558692,-0.901170651599314,0.3143077536231107,18.319028578729256,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-5,0-0-5-1,5,48.48,157.31875705510782,-22.681242944892215,-22.642333453188403,-22.66178819904031,0.03890949170376334,179.96109050829597,-0.99996001558692,-0.843515842530723,0.39553024290968836,23.299048054824567,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-6,0-0-5-1,6,48.27,157.50452822867152,-22.4954717713285,-22.44968150442344,-22.47257663787597,0.045790266905041066,179.95420973309479,-0.99996001558692,-0.775526120145454,0.4737445466086824,28.277639016989323,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-7,0-0-5-1,7,48.08,157.75298153171877,-22.247018468281226,-22.19281159162532,-22.21991502995327,0.0542068766559174,179.9457931233438,-0.99996001558692,-0.699265171230969,0.5483564938577377,33.25433448458286,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-8,0-0-5-1,8,47.94,158.07866590095367,-21.921334099046344,-21.856537116302533,-21.88893560767444,0.06479698274379359,179.93520301725644,-0.99996001558692,-0.617048098438295,0.6187987695112402,38.22846722589038,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-1-9,0-0-5-1,9,47.82,158.5028840395335,-21.497115960466466,-21.418584486646395,-21.457850223556427,0.07853147382006827,179.92146852617998,-0.99996001558692,-0.531371092643675,0.6845355527240679,43.19909194317293,"[-30,-10)","[-30,-10)","[-30,-10)","[0,0.25)"
0-0-5-11-12,0-0-5-11,12,47.45,-139.3266186133601,40.6733813866399,41.15792766519637,40.915654525918136,0.48454627855644616,179.51545372144372,-0.99996001558692,-0.763992155936617,0.4857652310018731,29.062620432366394,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-5-11-13,0-0-5-11,13,47.36,-136.67299949777842,43.327000502221566,43.84941041793302,43.58820546007729,0.5224099157114395,179.4775900842884,-0.99996001558692,-0.738341547483839,0.5114865277825811,30.762897431830524,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-5-11-14,0-0-5-11,14,47.29,-133.79424626379648,46.205753736203526,46.76242631464236,46.484090025422944,0.5566725784388152,179.4433274215612,-0.99996001558692,-0.715489084837982,0.5333581636657847,32.232634486459055,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-5-11-15,0-0-5-11,15,47.25,-130.7109967629272,49.289003237072784,49.874851339287765,49.581927288180275,0.585848102214945,179.41415189778493,-0.99996001558692,-0.696123442438284,0.551213727286101,33.450319637835086,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-5-11-16,0-0-5-11,16,47.25,-127.45253919193851,52.54746080806149,53.15588563725626,52.85167322265888,0.6084248291947421,179.3915751708052,-0.99996001558692,-0.680828393504912,0.5649173586304532,34.39655274260186,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-11-17,0-0-5-11,17,47.28,-124.05679746486967,55.94320253513033,56.56623961991852,56.25472107752443,0.6230370847881536,179.3769629152117,-0.99996001558692,-0.670065107713695,0.5743647864147183,35.05515992816634,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-11-18,0-0-5-11,18,47.34,-120.56929911548328,59.430700884516725,60.05935469564144,59.745027790079085,0.6286538111246761,179.3713461888755,-0.99996001558692,-0.664158165902781,0.5794841237550336,35.4142668284643,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-12-0,0-0-5-12,0,47.76,-147.92495566313397,32.075044336866014,32.090750496172205,32.08289741651911,0.015706159306164258,179.98429384069397,-0.99996001558692,-0.999197263822661,0.027617960899729642,1.5825938295140995,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-12-1,0-0-5-12,1,47.75,-148.00562363087425,31.994376369125757,32.0486786933828,32.02152753125427,0.054302324257025573,179.94569767574285,-0.99996001558692,-0.999731630964346,0.015112399629907167,0.8659096793176935,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-15-10,0-0-5-15,10,47.04,-129.42210257924611,50.577897420753885,50.98009665815054,50.778997039452214,0.4021992373966203,179.59780076260327,-0.99996001558692,-0.966476930154894,0.18298383926463574,10.543608477320332,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-15-2,0-0-5-15,2,46.73,-133.08812232816268,46.91187767183732,47.01325637917916,46.962567025508235,0.101378707341822,179.89862129265862,-0.99996001558692,-0.999670669722361,0.01701016944533732,0.9746579240807088,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-15-3,0-0-5-15,3,46.64,-133.0042009148267,46.9957990851733,47.13920076025019,47.06749992271175,0.14340167507685733,179.8565983249233,-0.99996001558692,-0.998354323964687,0.040071082119566066,2.2965187492925536,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-15-4,0-0-5-15,4,46.57,-132.81020914782448,47.189790852175506,47.37441195965731,47.28210140591641,0.18462110748177316,179.81537889251777,-0.99996001558692,-0.996036156003988,0.06264071825044845,3.591400089489808,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-15-5,0-0-5-15,5,46.57,-132.50698232988728,47.493017670112714,47.7178472113626,47.60543244073766,0.224829541249872,179.77517045874987,-0.99996001558692,-0.992779708887401,0.08473669039748413,4.860883713980489,"[30,50)","[30,50)","[30,50)","[0,0.25)"
0-0-5-15-6,0-0-5-15,6,46.61,-132.09589634423205,47.90410365576795,48.167907828220386,48.03600574199417,0.26380417245241,179.73619582754762,-0.99996001558692,-0.988677165600564,0.10622076061842191,6.097504353949219,"[30,50)","[30,50)","[30,50)","[0.25,0.5)"
0-0-5-15-9,0-0-5-15,9,46.91,-130.2383328185532,49.76166718144679,50.132463689751916,49.94706543559935,0.37079650830509925,179.62920349169488,-0.99996001558692,-0.972581239566786,0.16546533177718545,9.524267596435156,"[30,50)","[50,70]","[30,50)","[0.25,0.5)"
0-0-5-18-11,0-0-5-18,11,47.87,-119.75881611115236,60.241183888847644,60.669757994263556,60.4554709415556,0.42857410541588076,179.5714258945843,-0.99996001558692,-0.999806496725524,0.012390272853978205,0.7099285069079735,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-18-12,0-0-5-18,12,47.83,-119.86180095033421,60.138199049665786,60.589600184175204,60.3638996169205,0.45140113450938796,179.54859886549082,-0.99996001558692,-0.999863819477263,0.009807961544431852,0.5619638121568864,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-18-13,0-0-5-18,13,47.79,-119.94975595614503,60.05024404385497,60.5210397579678,60.28564190091138,0.4707957141128031,179.52920428588737,-0.99996001558692,-0.999909731469014,0.007091129522585618,0.40629519870590036,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-18-14,0-0-5-18,14,47.78,-120.02201554266425,59.97798445733575,60.464596833801224,60.22129064556849,0.4866123764654469,179.51338762353473,-0.99996001558692,-0.999941972049437,0.00424776852983136,0.24337994101741728,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-18-15,0-0-5-18,15,47.81,-120.07803304355774,59.921966956442255,60.42069957029495,60.1713332633686,0.49873261385267,179.50126738614753,-0.99996001558692,-0.999958661460826,0.0011636692373836605,0.06667335109865072,"[50,70]","[50,70]","[50,70]","[0.25,0.5)"
0-0-5-18-16,0-0-5-18,16,47.89,-120.11738461602722,59.88261538397277,60.389681023858444,60.13614820391561,0.5070656398856355,179.49293436011453,-0.99996001558692,-0.999958364805231,0.001284827493872623,0.07361521305505571,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-18-17,0-0-5-18,17,48.02,-120.1397722586794,59.86022774132061,60.371776707102555,60.11600222421158,0.5115489657819252,179.48845103421826,-0.99996001558692,-0.999940142704215,0.004457901154691133,0.2554197676429089,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-18-18,0-0-5-18,18,48.18,-120.1450259355822,59.8549740644178,60.367122859879906,60.11104846214886,0.5121487954620831,179.48785120453752,-0.99996001558692,-0.999903587059235,0.007511892417031781,0.43040377955889886,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-4-13,0-0-5-4,13,47.64,-169.86292841323282,10.137071586767178,10.695954226498893,10.416512906633036,0.5588826397317026,179.44111736026787,-0.99996001558692,-0.292671868849342,0.8410042489414533,57.24631825083841,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-5-4-14,0-0-5-4,14,47.56,-164.47772673494254,15.52227326505746,16.237713075462953,15.879993170260205,0.7154398104054721,179.28456018959432,-0.99996001558692,-0.23465685866259,0.8748160703395486,61.023215084679286,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-5-4-15,0-0-5-4,15,47.51,-157.4756539890755,22.5243460109245,23.44125171536684,22.982798863145668,0.9169057044423241,179.08309429555788,-0.99996001558692,-0.186377801846542,0.9019879232785648,64.42061380036992,"[10,30)","[10,30)","[10,30)","[0.5,3.1]"
0-0-5-4-16,0-0-5-4,16,47.47,-148.43193064636134,31.568069353638666,32.723938102288656,32.14600372796367,1.1558687486499546,178.84413125134978,-0.99996001558692,-0.149298687827204,0.9223130313292316,67.26660869792583,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-5-4-17,0-0-5-4,17,47.44,-137.10119784788975,42.89880215211025,44.2871299606509,43.592966056380575,1.3883278085406277,178.61167219145926,-0.99996001558692,-0.124543943578153,0.9356367201049599,69.33125613620194,"[30,50)","[30,50)","[30,50)","[0.5,3.1]"
0-0-5-4-18,0-0-5-4,18,47.41,-123.83114834207923,56.16885165792077,57.69199069225716,56.930421175088966,1.5231390343363542,178.47686096566383,-0.99996001558692,-0.112864285243182,0.9418575955757527,70.3658925079804,"[50,70]","[50,70]","[50,70]","[0.5,3.1]"
0-0-5-5-0,0-0-5-5,0,52.24,177.07504433686594,-2.9249556631340585,-2.909249503827795,-2.9171025834809274,0.01570615930624059,179.98429384069397,-0.99996001558692,-0.999197263822662,0.027617960899711552,1.5825938295130626,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-5-5-1,0-0-5-5,1,52.21,177.0551596799393,-2.944840320060731,-2.9102520678316477,-2.9275461939461893,0.03458825222907723,179.96541174777062,-0.99996001558692,-0.997366921649587,0.05092243059137192,2.9189027816906044,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-5-5-2,0-0-5-5,2,51.96,177.20312420284628,-2.7968757971536937,-2.7429519352985747,-2.7699138662261342,0.05392386185514315,179.94607613814483,-0.99996001558692,-0.983119935305044,0.12976933490573186,7.456263271107487,"[-10,10)","[-10,10)","[-10,10)","[0,0.25)"
0-0-5-8-10,0-0-5-8,10,48.17,-157.1171867033682,22.88281329663182,23.270283788920793,23.076548542776308,0.3874704922889479,179.61252950771117,-0.99996001558692,-0.67454684137381,0.5704499752065119,34.78160985576804,"[10,30)","[10,30)","[10,30)","[0.25,0.5)"
0-0-5-8-3,0-0-5-8,3,50.72,-167.3693262242293,12.630673775770713,12.734007015117632,12.682340395444173,0.10333323934688436,179.89666676065264,-0.99996001558692,-0.970600171742239,0.17134714425598416,9.866154104601389,"[10,30)","[10,30)","[10,30)","[0,0.25)"
0-0-5-8-4,0-0-5-8,4,50.37,-166.73806346940864,13.261936530591363,13.396652074453494,13.32929430252243,0.13471554386211257,179.86528445613823,-0.99996001558692,-0.94428615119141,0.2359530978722467,13.6478112811374,"[10,30)","[10,30)","[10,30)","[0,0.25)"
0-0-5-8-5,0-0-5-8,5,49.98,-165.8662226878608,14.133777312139188,14.301931856381387,14.217854584260287,0.16815454424218476,179.831845455758,-0.99996001558692,-0.910684538309481,0.2987900220513379,17.384943538328983,"[10,30)","[10,30)","[10,30)","[0,0.25)"
0-0-5-8-6,0-0-5-8,6,49.56,-164.73640200712293,15.263597992877079,15.467863460918382,15.365730726897729,0.2042654680412741,179.7957345319584,-0.99996001558692,-0.870803487827187,0.3593835385208024,21.062341846843214,"[10,30)","[10,30)","[10,30)","[0,0.25)"
0-0-5-8-8,0-0-5-8,8,48.78,-161.60860477200114,18.391395227998846,18.67840567378677,18.534900450892806,0.2870104457879093,179.71298955421224,-0.99996001558692,-0.777155615535968,0.47202160972878354,28.165603811994334,"[10,30)","[10,30)","[10,30)","[0.25,0.5)"
0-0-5-8-9,0-0-5-8,9,48.45,-159.55106850420262,20.44893149579738,20.78374481493057,20.616338155363977,0.3348133191331704,179.6651866808669,-0.99996001558692,-0.726211266639399,0.5232100428580486,31.547822198588673,"[10,30)","[10,30)","[10,30)","[0.25,0.5)"
